candidate_id,map_id,map_name,monster_name,max_hp,window_count,experience_counts,item_counts,item_drop_windows,item_observed_rates,reward_indices,source,status
155-barbarianfighter-630,155,黄风寨_10,蛮族战士,630,2,620x2,铜钱x21;L小喇叭x1;头骨x1,铜钱x2;L小喇叭x1;头骨x1,铜钱=2/2;L小喇叭=1/2;头骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17648|17971,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
155-hfcastellan-1500,155,黄风寨_10,黄风大寨主,1500,1,720x1,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x1;绸缎x1;铜钱x1;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=1/1;绸缎=1/1;铜钱=1/1;盗贼的首级=1/1;呼啸战靴=1/1;寨夫人上衣=1/1;寨夫人护腕=1/1;宝匣=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17886,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
156-barbarianbowman-600,156,黄风寨_11,蛮族弓手,600,2,0x2,铜钱x16;头骨x1;兽骨x1,铜钱x2;头骨x1;兽骨x1,铜钱=2/2;头骨=1/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16164|16397,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
156-incantationshaman-550,156,黄风寨_11,咒巫师,550,3,0x3,毛皮x2;兽骨x3;头骨x2;L小喇叭x1,毛皮x2;兽骨x3;头骨x2;L小喇叭x1,毛皮=2/3;兽骨=3/3;头骨=2/3;L小喇叭=1/3,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16253|16286|16434,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
157-barbarianbowman-600,157,黄风寨_12,蛮族弓手,600,1,0x1,铜钱x16,铜钱x1,铜钱=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16689,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
157-barbarianfighter-630,157,黄风寨_12,蛮族战士,630,1,620x1,铜钱x12;毛皮x1;兽骨x1;头骨x1;红方巾x1,铜钱x1;毛皮x1;兽骨x1;头骨x1;红方巾x1,铜钱=1/1;毛皮=1/1;兽骨=1/1;头骨=1/1;红方巾=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16852,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
157-incantationshaman-550,157,黄风寨_12,咒巫师,550,1,0x1,毛皮x2;兽骨x2;头骨x2,毛皮x1;兽骨x1;头骨x1,毛皮=1/1;兽骨=1/1;头骨=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17011,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
172-occulttortoise-1221,172,沼泽_10,玄龟兽,1221,1,1650x1,肉x2,肉x1,肉=1/1,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#20382,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
172-occulttortoise-1260,172,沼泽_10,玄龟兽,1260,1,1680x1,肉x1;兽血x1;皮革x1,肉x1;兽血x1;皮革x1,肉=1/1;兽血=1/1;皮革=1/1,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#20146,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
174-occulttortoise-1260,174,沼泽_12,玄龟兽,1260,2,2260x1;3420x1,肉x1;毒囊x1,肉x1;毒囊x1,肉=1/2;毒囊=1/2,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#19595|19776,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
