quest_id,title,level,type,description,state,routes,quest_state_handle
capture-109,蘑菇回礼,18,side,"应铃铛的请求，((前往【平原_10】从牙菇身上得到1颗蘑菇后))，交给【涧庭村】的熊猫竹生。
[x]=[i=f_i_蘑菇&24@材料&25@99&20@蘑菇的是真菌中的一类,除毒蘑菇外,有很好的药用价值和食用价值.&101@94.png&103@0&104@0&105@&107@&108@19]蘑菇[/]x1 
[g]=经验2500",收集 蘑菇 0/1,4930542616250587|aq15d_1|aq15a_1_1;4950542616589339|aq15d_2|aq15a_2_1,
capture-110,木安的请求,18,main,"<ml>((为了替广青镇_3木安报仇,必须前往【平原_16】杀死20个巡路小鬼。))
[g]=经验7000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3",<over>击杀 巡路小鬼 20/20,2510542613193577|4q31d_1|4q31a_1_1;2510542613193577|4q31d_2|4q31a_2_1,
capture-111,索药疗伤,18,side,"((前往【广青镇_3】找伏罗))，跟他要一副止血散，为小斗疗伤。
[g]=经验1500",<over>前往【广青镇_3】找伏罗对话。,2190542612528390|aq2d_1|aq2a_1_1;2520542613299551|aq2d_2|aq2a_2_1,
capture-112,顽石开窍,18,side,"应熊猫竹生的请求，((前往【涧庭村】申公烈处))，向他转告熊猫竹生的决心。
[g]=经验2000",<over>前往【涧庭村】和申公烈对话。,4950542616589339|aq16d_1|aq16a_1_1;4910542615957836|aq16d_2|aq16a_2_1,
capture-113,小斗的武器,18,side,"【广青镇_2】的小斗需要20个坚硬的牙刺，用来打造自己喜欢的狼牙棒。可以((去【平原_16】消灭巡路小鬼，取得坚硬的牙刺))。
[x]=[i=f_i_坚硬的牙刺^5BC46D&24@材料&25@99&19@任务物品。&20@非常坚硬的刺，非常锐利。&101@938.png&103@0&104@0&105@&107@&108@0]坚硬的牙刺[/]x20 
[g]=经验13000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 坚硬的牙刺 3/20,2110542611994150|4q45d_1|4q45a_1_1;2110542611994150|4q45d_2|4q45a_2_1,
capture-114,心灰意冷,18,side,"((帮助铃铛将丝交还给【广青镇_2】的小斗))，向他表示歉意。
[g]=经验1700",<over>前往【广青镇_2】找小斗对话。,4930542616250587|aq6d_1|aq6a_1_1;2110542611994150|aq6d_2|aq6a_2_1,
capture-115,兄弟反目,18,side,"前往【竹林_3】击杀小竹妖，((从小竹妖身上取得5片甘露后))，回复【广青镇_2】张妈。
[x]=[i=f_i_甘露&24@材料 消耗品&25@99&8@100&20@古有仙人承露,用于长生不老食后祛病延寿,恢复精力亦是炼药素材.&27@sitem_water&101@214.png&103@0&104@0&105@&107@&108@0]甘露[/]x5 
[g]=经验1500",收集 甘露 2/5,2190542612528390|aq1d_1|aq1a_1_1;2190542612528390|aq1d_2|aq1a_2_1,
capture-116,一场误会,18,side,"应大斗的请求，((前往【涧庭村】将水晶交给铃铛))，作为大斗的定情信物。
[g]=经验1700",<over>前往【涧庭村】将水晶交给铃铛。,2100542611864758|aq8d_1|aq8a_1_1;4930542616250587|aq8d_2|aq8a_2_1,
capture-117,义愤填膺,18,side,"应伏罗的要求，((将止血散交给【广青镇_2】的小斗))，助他止血疗伤。
[g]=经验1500",<over>前往【广青镇_2】跟小斗对话。,2520542613299551|aq4d_1|aq4a_1_1;2110542611994150|aq4d_2|aq4a_2_1,
capture-118,赠丝遭拒,18,side,"((帮助小斗前往【竹林_10】击杀紫毒蜈蚣))，从而获得1根((丝))，交给【涧庭村】的铃铛。
[x]=[i=f_i_丝&24@材料&25@99&20@产自一些植物或者虫,缝制用基本原料.&27@sitem_ezhj&101@76.png&103@0&104@0&105@&107@&108@9]丝[/]x1 
[g]=经验1700",收集 丝 0/1,2110542611994150|aq5d_1|aq5a_1_1;4930542616250587|aq5d_2|aq5a_2_1,
capture-119,赠送花蜜,18,side,"应熊猫竹生的请求，((前往【平原_6】从花妖身上获得10罐蜜))，交给【涧庭村】的铃铛。
[x]=[i=f_i_蜜^ffffff&24@材料 消耗品&25@99&7@100&20@药材,炼药原料,直接食用能回复些气力.&27@sitem_water&101@91.png&103@0&104@0&105@&107@&108@25]蜜[/]x10 
[g]=经验2500",收集 蜜 0/10,4950542616589339|aq14d_1|aq14a_1_1;4930542616250587|aq14d_2|aq14a_2_1,
capture-120,祝福大哥,18,side,"((帮助小斗前往【广青镇_2】的大斗处))，向他表示祝福。
[g]=经验1700",<over>前往【广青镇_2】和大斗对话。,2110542611994150|aq7d_1|aq7a_1_1;2100542611864758|aq7d_2|aq7a_2_1,
capture-121,自作多情,18,side,"((帮助铃铛将水晶交还给【广青镇_2】的大斗))，转达铃铛的歉意。
[g]=经验1700",<over>帮助铃铛将水晶交还给【广青镇_2】的大斗。,4930542616250587|aq9d_1|aq9a_1_1;2100542611864758|aq9d_2|aq9a_2_1,
capture-122,黄连之需,19,main,"<ml>((去【平原_20】的黄连采集点，采集8个黄连。))之后把它交给【广青镇_3】的广青守卫丙。
[x]=[i=f_i_黄连^ffffff&24@材料&25@99&20@清热燥湿,泻火解毒.用于湿热痞满,呕吐吞酸,泻痢,黄疸,高热神昏,心火亢盛,心烦不寐,血热吐衄,目赤,牙痛,消渴,痈肿疔疮.&101@95.png&103@0&104@0&105@&107@&108@11]黄连[/]x8 
[g]=经验5000",<over>收集 黄连 8/8,2530542613373649|4q62d_1|4q62a_1_1;2540542613409380|4q62d_2|4q62a_2_1,
capture-123,狼狈为奸,19,main,"<ml>【广青镇_3】的广青镇守卫乙希望你((去【平原_20】或附近的地方消灭15个盗贼和巡路小鬼，))以平息镇民的恐慌。
[g]=经验9000 ,击杀　盗贼 5/15",巡路小鬼 15/15,2530542613373649|4q60d_1|4q60a_1_1;2530542613373649|4q60d_2|4q60a_2_1,
capture-124,帮助军医护,20,main,"<ml>白叟让你((去找【白源镇_1】的向隐))，希望你过去帮忙。
[g]=经验9000",<over>还未找【白源镇_1】的向隐谈话,5050542617322114|5q4d_1|5q4a_1_1;4710542615621525|5q4d_2|5q4a_2_1,
capture-125,帮助苦虚无,20,main,"<ml>向隐让你((去找【白源镇_3】的苦虚无))，看看有什么可以帮他的。
[g]=经验9000",<over>还未找【白源镇_3】的苦虚无谈话,4710542615621525|5q7d_1|5q7a_1_1;5300542617580783|5q7d_2|5q7a_2_1,
capture-126,不散的蜂群,20,main,"<ml>((找到【白源镇_2】的袁天纲，向他报告又有蜂群来袭之事。))
[g]=经验10000",<over>还未找【白源镇_2】的袁天纲谈话,5050542617322114|5q30d_1|5q30a_1_1;5040542617131880|5q30d_2|5q30a_2_1,
capture-127,残酷的考验,20,main,"<ml>【广青镇_2】的衙役甲让你((去位于云隐地区【飞仙崖】的【飞仙洞】内找到并消灭1只岩化魔人。))之后再回去找他。
[g]=经验40000 [i=f_i_初级精炼宝石^C156C7&24@宝物&25@999&19@可轻松将装备精炼至+2，之后精炼等级越高成功机率越小。&2;font color='#fee010'&3;双击使用该物品&2;/font&3;&20@神奇的天然宝石，是精炼装备的宝物，用于提升武器,护具以及首饰属性。&27@sitem_zgbs&101@616.png&103@0&104@0&105@&107@&108@70]初级精炼宝石[/]x1",击杀 岩化魔人 0/1,2200542612620422|4q66d_1|4q66a_1_1;2200542612620422|4q66d_2|4q66a_2_1,
capture-128,初见白源镇长,20,main,"<ml>袁天纲让你((去找【白源镇_2】的白叟))，帮忙进行白源镇重建。
[g]=经验8000",<over>还未找【白源镇_2】的白叟谈话,5040542617131880|5q1d_1|5q1a_1_1;5050542617322114|5q1d_2|5q1a_2_1,
capture-129,刁难,20,main,"<ml>【广青镇_2】的衙役甲让你((去【平原_1、2、4、15、16】消灭牙菇、黑铁怪、爆骨猪、盗贼、巡路小鬼各5只。))
[g]=经验12000 ,击杀　牙菇 5/5,黑铁怪 5/5,爆骨猪 0/5,盗贼 0/5",巡路小鬼 0/5,2200542612620422|4q65d_1|4q65a_1_1;2200542612620422|4q65d_2|4q65a_2_1,
capture-130,房屋搭建,20,main,"<ml>((去找【白源镇_2】的白叟谈话。))
[g]=经验9000",<over>还未找【白源镇_2】的白叟谈话,5300542617580783|5q10d_1|5q10a_1_1;5050542617322114|5q10d_2|5q10a_2_1,
capture-131,飞仙洞弑炼,20,side,"师父一心长态让你((去【飞仙洞】深处击败巨岩魔，之后再回云隐村和他谈话。))沿着云隐山道到达飞仙崖，便可进入飞仙洞。建议15级之后和朋友一起组队前往会比较安全。<br><b>((注：去道具商人丑七品处可以购买飞仙洞通行证。))</b><br>
[g]=经验5000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x2",击杀 巨岩魔 0/1,1000542608713897|1q32d_1|1q32a_1_1;1000542608713897|1q32d_2|1q32a_2_1,
capture-132,蜂毒治疗,20,main,"<ml>镇里很多人中了蜂毒，((去找【白源镇_1】的向隐))，看看有什么可以帮忙的。
[g]=经验10000",<over>还未找【白源镇_1】的向隐谈话,5050542617322114|5q28d_1|5q28a_1_1;4710542615621525|5q28d_2|5q28a_2_1,
capture-133,黄风寨平贼,20,side,"师父噌痴让你((去【黄风寨】深处击败黄风大寨主，之后再回大佛村和他谈话。))沿着卧佛谷_11向北到达黄风寨口，便可进入黄风寨。建议15级之后和朋友一起组队前往会比较安全。<br><b>((注：去道具商人丑六品处可以购买黄风寨通行证。))</b><br>
[g]=经验5000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x2",击杀 黄风大寨主 0/1,4140542615070416|2q32d_1|2q32a_1_1;4140542615070416|2q32d_2|2q32a_2_1,
capture-134,派发药剂,20,main,"<ml>把治疗蜂毒的药剂已经炼制好了，((去告诉【白源镇_2】的白叟))，好让他派发给村民们。
[g]=经验10000",<over>还未找【白源镇_2】的白叟谈话,4710542615621525|5q29d_1|5q29a_1_1;5050542617322114|5q29d_2|5q29a_2_1,
capture-135,驱赶毒蜂的妙方,20,main,"<ml>蜂群的进攻至今还没有平息，袁天纲派你((返回【广青镇_3】找到伏罗))，询问驱赶毒蜂的妙方。
[g]=经验11000",<over>还未找【广青镇_3】的伏罗谈话,5040542617131880|5q16d_1|5q16a_1_1;2520542613299551|5q16d_2|5q16a_2_1,
capture-136,生死劫.魂劫,20,activity,"<party>根据夏侯武的请求，((前往【平原_18】击杀单刀狼人x5))，回复【广青镇_2】夏侯武。
[g]=经验5000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5 [i=f_i_天眼符^00ccff&24@特殊&25@99&19@使用后，击杀怪物有概率额外掉落，效果持续30分钟。&20@道家基础符文，据说使用后可以发现肉眼无法看见的事物。&2;br/&3;&2;font color='#ffff00'&3;注：不可交易&2;/font&3;&27@sitem_book&101@574.png&103@0&104@0&105@&107@&108@0]天眼符[/]x1",击杀 单刀狼人 1/5,2220542612946566|day_8d_1|day_8a_1_1;2220542612946566|day_8d_2|day_8a_2_1,
capture-137,生死劫.水劫,20,activity,"<party>根据申公烈的请求，((前往【竹林_14】击杀螳螂王x5))，然后回复【涧庭村】的申公烈
[g]=经验5000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5 [i=f_i_天眼符^00ccff&24@特殊&25@99&19@使用后，击杀怪物有概率额外掉落，效果持续30分钟。&20@道家基础符文，据说使用后可以发现肉眼无法看见的事物。&2;br/&3;&2;font color='#ffff00'&3;注：不可交易&2;/font&3;&27@sitem_book&101@574.png&103@0&104@0&105@&107@&108@0]天眼符[/]x1",<over>击杀 螳螂王 5/5,4910542615957836|day_6d_1|day_6a_1_1;4910542615957836|day_6d_2|day_6a_2_1,
capture-138,生死劫.咒劫,20,activity,"<party>根据噌痴的请求，((前往【卧佛谷_8】击杀被附体的巫师x5))，然后回复【大佛村】的噌痴。
[g]=经验5000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5 [i=f_i_天眼符^00ccff&24@特殊&25@99&19@使用后，击杀怪物有概率额外掉落，效果持续30分钟。&20@道家基础符文，据说使用后可以发现肉眼无法看见的事物。&2;br/&3;&2;font color='#ffff00'&3;注：不可交易&2;/font&3;&27@sitem_book&101@574.png&103@0&104@0&105@&107@&108@0]天眼符[/]x1",<over>击杀 被附体的巫师 5/5,4140542615070416|day_7d_1|day_7a_1_1;4140542615070416|day_7d_2|day_7a_2_1,
capture-139,收集党参,20,main,"<ml>【广青镇_3】的伏罗答应帮你写驱蜂药方，但控制镇里李老头病情更加要紧，他希望你能替他((去【平原_22】消灭尖刀暴牙获得15个党参))。
[x]=[i=f_i_党参^5BC46D&24@材料&25@99&19@任务物品。&20@党参具有补中益气，健脾益肺之功效。&101@941.png&103@0&104@0&105@&107@&108@0]党参[/]x15 
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 党参 0/15,2520542613299551|5q17d_1|5q17a_1_1;2520542613299551|5q17d_2|5q17a_2_1,
capture-140,水帘洞试炼,20,side,"师父申公烈让你((去【水帘洞】深处击败蛤蟆精，之后再回涧庭村和他谈话。))沿着涧庭山道向北到达观瀑台，便可进入水帘洞。建议15级之后和朋友一起组队前往会比较安全。<br><b>((注：去道具商人介象处可以购买水帘洞通行证。))</b><br>
[g]=经验5000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x2",击杀 蛤蟆精 0/1,4910542615957836|3q32d_1|3q32a_1_1;4910542615957836|3q32d_2|3q32a_2_1,
capture-141,送药,20,side,"向隐的药做好了，让你帮她送((到【白源镇_2】的白叟那里))，派发给百姓们。
[g]=经验13000",<over>还未找【白源镇_2】的白叟谈话,4710542615621525|5q54d_1|5q54a_1_1;5050542617322114|5q54d_2|5q54a_2_1,
capture-142,消灭小恶鬼,20,side,"【白源镇_1】的向隐希望你((去【沼泽_1】帮她消灭25个小恶鬼))，之后回去找她报告。
[g]=经验20000",击杀 小恶鬼 0/25,4710542615621525|5q3d_1|5q3a_1_1;4710542615621525|5q3d_2|5q3a_2_1,
capture-143,疑难杂症,20,main,"<ml>通过涧庭地区的【观瀑台】((进入【水帘洞】，消灭洞内的蛤蟆精))取得((金元散))，把它交给【广青镇_3】的广青守卫丙。
[x]=[i=f_i_金元散^5BC46D&24@材料&25@99&19@任务物品。&20@用于治疗疑难杂症的奇异粉末。&101@217.png&103@0&104@0&105@&107@&108@0]金元散[/]x1 
[g]=经验40000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x2",收集 金元散 0/1,2540542613409380|4q63d_1|4q63a_1_1;2540542613409380|4q63d_2|4q63a_2_1,
capture-144,最后一份药,20,side,"白叟特地留了最后一份药，要你((去送给【白源镇_3】的苦虚无))。
[g]=经验14000",<over>还未找【白源镇_3】的苦虚无谈话,5050542617322114|5q55d_1|5q55a_1_1;5300542617580783|5q55d_2|5q55a_2_1,
capture-145,狼人潜伏者,21,main,"<ml>【广青镇_3】的广青镇守卫乙希望你((去【平原_18】或附近的地方找到并消灭1只单刀狼人。))单刀狼人有一定的出现机率。
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",击杀 单刀狼人 0/1,2530542613373649|4q61d_1|4q61a_1_1;2530542613373649|4q61d_2|4q61a_2_1,
capture-146,能力测试,21,main,"<ml>【广青镇_2】是夏侯武要求你((去白源地区的【沼泽_1】消灭5个瘴气泥巴和小恶鬼。))之后再回去找他交差。
[g]=经验12000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1,击杀　瘴气泥巴 4/5",小恶鬼 5/5,2220542612946566|4q68d_1|4q68a_1_1;2220542612946566|4q68d_2|4q68a_2_1,
capture-147,奇珍雪莲,21,side,"((进入大佛地区的【黄风寨】击败黄风二寨主，夺回珍贵的雪莲花))。之后把它交给【大佛村】的无颜。
[x]=[i=f_i_雪莲花^5BC46D&24@材料&25@99&19@任务物品。&20@生长于高山雪原的珍贵药材。&27@sitem_book&101@935.png&103@0&104@0&105@&107@&108@0]雪莲花[/]x1 
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 雪莲花 0/1,4110542614676637|4q69d_2|4q69a_2_1;4110542614676637|4q69d_3|4q69a_3_1,
capture-148,前往白源,21,main,"<ml>通过【平原_21】到达【沼泽】中部的((【白源镇_2】))找到广青军总长((袁天纲))，和他交谈。
[g]=经验5000",<over>还未找【白源镇_2】袁天纲交谈。,2220542612946566|4q39d_1|4q39a_1_1;5040542617131880|4q39d_2|4q39a_2_1,
capture-149,裘皮大衣,21,side,"【广青镇_2】的((白乞))希望得到1张裘皮。可以((去【平原_17】击败单刀狼人收集裘皮。))
((注：裘皮的掉率偏低，如果想要从单刀狼人手中得到裘皮，必须经得起考验。))
[x]=[i=f_i_裘皮^00ccff&24@材料&25@99&20@稀有的动物毛皮,一般用于服装制作.&27@sitem_piput&101@82.png&103@0&104@0&105@&107@&108@54]裘皮[/]x1 
[g]=经验8000 [i=f_i_狮虎窟通行证^00ccff&24@消耗品&25@99&19@&2;font color='#00ff00'&3;进入狮虎窟修炼的通行证&2;/font&3;.&27@sitem_book&101@425.png&103@0&104@0&105@&107@&108@165]狮虎窟通行证[/]x1",收集 裘皮 0/1,2160542612239918|4q41d_1|4q41a_1_1;2160542612239918|4q41d_2|4q41a_2_1,
capture-150,王喜财的担忧,21,side,"【广青镇_2】的王喜财委托你((在【平原_19】附近寻找并消灭1只单刀狼人。))
[g]=经验40000 [i=f_i_L初阶经验卡^00ccff&24@特殊&25@99&19@双击使用。击杀怪物后，将获得双倍经验，效果持续时间为1小时。该物品不能交易。&20@可以获得经验加成的神奇商城道具。&27@sitem_book&101@576.png&103@0&104@0&105@&107@&108@0]L初阶经验卡[/]x1",击杀 单刀狼人 0/1,2150542612192672|4q34d_1|4q34a_1_1;2150542612192672|4q34d_2|4q34a_2_1,
capture-151,库房被盗,22,side,"帮助噌痴为昏迷的守卫((前往【卧佛谷_10】采集10株当归))，交给【大佛村】的噌痴。
[x]=[i=f_i_当归^ffffff&24@材料&25@99&20@若发生气血逆乱,服用之后即可降逆定乱,使气血各有所归.&101@92.png&103@0&104@0&105@&107@&108@20]当归[/]x10 
[g]=经验3000",<over>收集 当归 10/10,4140542615070416|aq19d_1|aq19a_1_1;4140542615070416|aq19d_2|aq19a_2_1,
capture-152,怒火丑二品,22,side,"【广青镇_1】的丑二品委托你((去【平原_18】附近找到并消灭3个单刀狼人，))以替其兄弟雪恨。
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5",击杀 单刀狼人 1/3,1810542611191117|4q46d_1|4q46a_1_1;1810542611191117|4q46d_2|4q46a_2_1,
capture-153,山寨夺宝,22,side,"应噌痴的请求，((前往【黄风寨_10】打败黄风寨夫人))，从而获得魂之石，交给【白源镇_2】的白叟。
[x]=[i=f_i_魂之石^00ccff&24@材料 消耗品&25@99&20@闪耀着金光的神秘之石.通过咒语激发,可以达到使人起死回生的功效,一般配合法术使用.&27@sitem_jhj&101@248.png&103@0&104@0&105@&107@&108@63]魂之石[/]x1 
[g]=经验4000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",收集 魂之石 0/1,4140542615070416|aq20d_1|aq20a_1_1;5050542617322114|aq20d_2|aq20a_2_1,
capture-154,铁矿之需,22,main,"<ml>((帮助【白源镇_3】的苦虚无去【平原_15】采集15个碎铁矿。))
[x]=[i=f_i_碎铁矿^ffffff&24@材料&25@99&20@制造武器和护具的基本素材&101@105.png&103@0&104@0&105@&107@&108@12]碎铁矿[/]x15 
[g]=经验12000",<over>收集 碎铁矿 15/15,5300542617580783|5q8d_1|5q8a_1_1;5300542617580783|5q8d_2|5q8a_2_1,
capture-155,消灭源头,22,main,"<ml>((去【沼泽_1】消灭20个小恶鬼))，然后向【白源镇_2】的袁天纲报告。
[g]=经验25000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>击杀 小恶鬼 20/20,5040542617131880|5q31d_1|5q31a_1_1;5040542617131880|5q31d_2|5q31a_2_1,
capture-156,沼泽采石,22,main,"<ml>因为要建造房屋，【白源镇_2】的白叟委托你((去【沼泽_2】的石块采集点，或其他地方，采集15个石块给他))。
[x]=[i=f_i_石块&24@材料&25@99&20@随处可见的石块,可造工具,也可用于建筑.&101@104.png&103@0&104@0&105@&107@&108@10]石块[/]x15 
[g]=经验12000",<over>收集 石块 15/15,5050542617322114|5q11d_1|5q11a_1_1;5050542617322114|5q11d_2|5q11a_2_1,
capture-157,镇魂安神,22,side,"应白叟的请求，((前往【大佛村】寻找噌痴))，向他借魂之石一用。
[g]=经验2500",<over>前往【大佛村】找噌痴对话。,5050542617322114|aq18d_1|aq18a_1_1;4140542615070416|aq18d_2|aq18a_2_1,
capture-158,重建白源,22,main,"<ml>白源镇已经被魔军洗劫，((【白源镇_2】的白叟让你去【平原_7】采集15个木材))，用于重建白源镇。
[x]=[i=f_i_木材&24@材料&25@99&20@制造武器和工具的基本素材.&27@sitem_wood&101@86.png&103@0&104@0&105@&107@&108@12]木材[/]x15 
[g]=经验13000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>收集 木材 15/15,5050542617322114|5q2d_1|5q2a_1_1;5050542617322114|5q2d_2|5q2a_2_1,
capture-159,三七伤药,24,main,"<ml>白源目前有大批伤员需要治疗，所以((【白源镇_1】的向隐))委托你((去【沼泽_3】消灭瘴气泥巴，取得20个三七))给她制药。
[x]=[i=f_i_三七^5BC46D&24@材料&25@99&19@任务物品。&20@李时珍称其为金不换，三七补血功效奇佳。&101@939.png&103@0&104@0&105@&107@&108@0]三七[/]x20 
[g]=经验14000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",收集 三七 0/20,4710542615621525|5q5d_1|5q5a_1_1;4710542615621525|5q5d_2|5q5a_2_1,
capture-160,消灭瘴气泥巴,24,side,"游氏子要你((去【沼泽_3】消灭25个瘴气泥巴))，完成后回【白源镇_3】找他谈话。
[g]=经验20000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>击杀 瘴气泥巴 25/25,5310542617702520|5q6d_1|5q6a_1_1;5310542617702520|5q6d_2|5q6a_2_1,
capture-161,白源镇与混沌之玉,25,main,"<ml>白叟镇长怀疑毒蜂事件和混沌之玉的碎片有关，让((去向【白源镇_3】的苦虚无打听混沌之玉))。
[g]=经验11000",<over>还未找【白源镇_3】的苦虚无谈话,5050542617322114|5q34d_1|5q34a_1_1;5300542617580783|5q34d_2|5q34a_2_1,
capture-162,毒蜂的目的,25,main,"<ml>去((找一旁的白叟镇长问问))，看看他对毒蜂群的袭击有什么想法。
[g]=经验11000",<over>还未找【白源镇_2】的白叟谈话,5040542617131880|5q33d_1|5q33a_1_1;5050542617322114|5q33d_2|5q33a_2_1,
capture-163,伏罗的妙方,25,main,"<ml>将伏罗先生的驱蜂妙方((告知【白源镇_2】的袁天纲))。
[g]=经验11000",<over>还未找【白源镇_2】的袁天纲谈话,2520542613299551|5q32d_1|5q32a_1_1;5040542617131880|5q32d_2|5q32a_2_1,
capture-164,计策,25,main,"<ml>游氏子说((【白源镇_2】的袁天纲正在找你))，快去找他问一下。
[g]=经验15000",<over>还未找【白源镇_2】的袁天纲谈话,5310542617702520|5q40d_1|5q40a_1_1;5040542617131880|5q40d_2|5q40a_2_1,
capture-165,将计就计,25,main,"<ml>袁天纲想出对付魔军的一条妙计，要你先((去找【白源镇_1】的向隐))，帮助她炼制假混沌之玉的碎片。
[g]=经验12000",<over>还未找【白源镇_1】的向隐谈话,5040542617131880|5q41d_2|5q41a_2_1;4710542615621525|5q41d_3|5q41a_3_1,
capture-166,恐怖的王花,25,side,"沼泽内的王花袭击路人，搞的人心惶惶，((【白源镇_3】的苦虚无委托你前往【沼泽_4】消灭28只王花))，之后再回去找他。
[g]=经验14000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>击杀 王花 28/28,5300542617580783|5q12d_1|5q12a_1_1;5300542617580783|5q12d_2|5q12a_2_1,
capture-167,恼人的毒蜂,25,main,"<ml>镇外突如起来的毒蜂蛰伤了很多镇民，【白源镇_2】的白叟委托你((去【沼泽_6】附近消灭30只毒蜂))，为民除害。
[g]=经验14000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>击杀 毒蜂 30/30,5050542617322114|5q13d_1|5q13a_1_1;5050542617322114|5q13d_2|5q13a_2_1,
capture-168,千里送信,25,side,"游氏子让你帮他送信给介象，((25分钟内将书信送达【涧庭村】的介象处))。
[g]=经验15000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>25分钟内将书信送达【涧庭村】的介象处,5310542617702520|5q44d_1|5q44a_1_1;4960542616750900|5q44d_2|5q44a_2_1,
