map_id,source_monster_handle,exp_delta,items,window_count,item_counts,item_drop_windows,item_observed_rates,source,status
165,3854623006744837,486,兽骨x1;肉x1;兽血x1;兽牙x1,12,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨=8/12;肉=4/12;兽血=4/12;兽牙=4/12,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-165-blackshadow-2500,confirmed
165,3856623006745359,486,兽骨x1;兽血x1,4,兽骨x4;兽血x2,兽骨x4;兽血x2,兽骨=4/4;兽血=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-165-blackshadow-3000,confirmed
166,1957622577207441,514,毛皮x1;兽牙x1;兽骨x1;兽血x1,4,毛皮x2;兽牙x2;兽骨x4;兽血x2,毛皮x2;兽牙x2;兽骨x4;兽血x2,毛皮=2/4;兽牙=2/4;兽骨=4/4;兽血=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-166-powertiger-3200,confirmed
166,1959622577208401,1028,毛皮x2;兽牙x2;兽骨x2;肉x2;兽血x1,4,毛皮x6;兽牙x6;兽骨x6;肉x6;兽血x2,毛皮x4;兽牙x4;兽骨x4;肉x4;兽血x2,毛皮=4/4;兽牙=4/4;兽骨=4/4;肉=4/4;兽血=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-166-whorllion-3000,confirmed
166,1961622577209280,1028,毛皮x2;兽牙x2;兽骨x2;肉x2;兽血x1,4,毛皮x6;兽牙x6;兽骨x6;肉x6;兽血x2,毛皮x4;兽牙x4;兽骨x4;肉x4;兽血x2,毛皮=4/4;兽牙=4/4;兽骨=4/4;肉=4/4;兽血=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-166-whorllion-3000,confirmed
167,7542622260835182,1028,兽牙x1;兽骨x2;肉x1,4,兽牙x4;兽骨x6;肉x2,兽牙x4;兽骨x4;肉x2,兽牙=4/4;兽骨=4/4;肉=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-167-whorllion-3000,confirmed
167,7544622260836750,1028,兽牙x1;兽骨x2;肉x1,4,兽牙x4;兽骨x6;肉x2,兽牙x4;兽骨x4;肉x2,兽牙=4/4;兽骨=4/4;肉=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-167-whorllion-3000,confirmed
167,7546622260836700,514,毛皮x1;兽牙x1;兽骨x1;兽血x1,4,毛皮x2;兽牙x2;兽骨x4;兽血x2,毛皮x2;兽牙x2;兽骨x4;兽血x2,毛皮=2/4;兽牙=2/4;兽骨=4/4;兽血=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-166-powertiger-3200#namehp-fallback-map167,confirmed
167,7548622260837633,1028,兽牙x1;兽骨x2;肉x1,4,兽牙x4;兽骨x6;肉x2,兽牙x4;兽骨x4;肉x2,兽牙=4/4;兽骨=4/4;肉=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-167-whorllion-3000,confirmed
167,7550622260838906,558,兽血x1;L小喇叭x1;兽骨x2;石块x1;碎金片x1;铁块x1;蚩颅王的角x1;蚩颅王的头x1;蚩颅王护肩x1;兽牙x1;宝匣x1,4,兽血x2;L小喇叭x2;兽骨x6;石块x4;碎金片x4;铁块x4;蚩颅王的角x2;蚩颅王的头x2;蚩颅王护肩x2;兽牙x2;宝匣x2,兽血x2;L小喇叭x2;兽骨x4;石块x4;碎金片x4;铁块x4;蚩颅王的角x2;蚩颅王的头x2;蚩颅王护肩x2;兽牙x2;宝匣x2,兽血=2/4;L小喇叭=2/4;兽骨=4/4;石块=4/4;碎金片=4/4;铁块=4/4;蚩颅王的角=2/4;蚩颅王的头=2/4;蚩颅王护肩=2/4;兽牙=2/4;宝匣=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-167-chiluking-6000,confirmed
